EZABPQM;Type;"Ouverture des manifestations d'intérêts";"Clôture des manifestations d'intérêts";"Ouverture des demandes d'attribution"
053261;"Numéros polyvalents";21/07/2026;21/08/2026;22/08/2026
081147;"Numéros spéciaux vocaux à tarification majorée";21/07/2026;21/08/2026;22/08/2026
048736;"Numéros polyvalents";21/07/2026;21/08/2026;22/08/2026
037549;"Numéros polyvalents";21/07/2026;21/08/2026;22/08/2026
025285;"Numéros polyvalents";21/07/2026;21/08/2026;22/08/2026
018588;"Numéros polyvalents";21/07/2026;21/08/2026;22/08/2026
097058;"Numéros polyvalents";21/07/2026;21/08/2026;22/08/2026
0898403;"Numéros spéciaux vocaux à tarification majorée";21/07/2026;21/08/2026;22/08/2026
0898400;"Numéros spéciaux vocaux à tarification majorée";21/07/2026;21/08/2026;22/08/2026
0895088;"Numéros spéciaux vocaux à tarification majorée";21/07/2026;21/08/2026;22/08/2026
089014;"Numéros spéciaux vocaux à tarification majorée";21/07/2026;21/08/2026;22/08/2026
082076;"Numéros spéciaux vocaux à tarification majorée";21/07/2026;21/08/2026;22/08/2026
0898402;"Numéros spéciaux vocaux à tarification majorée";21/07/2026;21/08/2026;22/08/2026
084264;"Préfixes de routage des numéros spéciaux";21/07/2026;21/08/2026;22/08/2026
010165;"Préfixes de routage des numéros polyvalents";21/07/2026;21/08/2026;22/08/2026
03176;"Code point sémaphore national";22/07/2026;22/08/2026;23/08/2026
03177;"Code point sémaphore national";22/07/2026;22/08/2026;23/08/2026
018873;"Numéros polyvalents";24/07/2026;24/08/2026;25/08/2026
018872;"Numéros polyvalents";24/07/2026;24/08/2026;25/08/2026
018871;"Numéros polyvalents";24/07/2026;24/08/2026;25/08/2026
0974940;"Numéros polyvalents";26/07/2026;26/08/2026;27/08/2026
0159539;"Numéros polyvalents";27/07/2026;27/08/2026;28/08/2026
03183;"Code point sémaphore national";03/08/2026;03/09/2026;04/09/2026
03180;"Code point sémaphore national";03/08/2026;03/09/2026;04/09/2026
03179;"Code point sémaphore national";03/08/2026;03/09/2026;04/09/2026
059070;"Numéros polyvalents";03/08/2026;03/09/2026;04/09/2026
050850;"Numéros polyvalents";03/08/2026;03/09/2026;04/09/2026
03182;"Code point sémaphore national";03/08/2026;03/09/2026;04/09/2026
059694;"Numéros polyvalents";03/08/2026;03/09/2026;04/09/2026
059443;"Numéros polyvalents";03/08/2026;03/09/2026;04/09/2026
026262;"Numéros polyvalents";03/08/2026;03/09/2026;04/09/2026
03181;"Code point sémaphore national";03/08/2026;03/09/2026;04/09/2026
0649909;"Numéros mobiles";06/08/2026;06/09/2026;07/09/2026
0755579;"Numéros mobiles";06/08/2026;06/09/2026;07/09/2026
0755572;"Numéros mobiles";06/08/2026;06/09/2026;07/09/2026
0755571;"Numéros mobiles";06/08/2026;06/09/2026;07/09/2026
0755568;"Numéros mobiles";06/08/2026;06/09/2026;07/09/2026
0755569;"Numéros mobiles";06/08/2026;06/09/2026;07/09/2026
0755576;"Numéros mobiles";06/08/2026;06/09/2026;07/09/2026
0755574;"Numéros mobiles";06/08/2026;06/09/2026;07/09/2026
0755573;"Numéros mobiles";06/08/2026;06/09/2026;07/09/2026
0649901;"Numéros mobiles";06/08/2026;06/09/2026;07/09/2026
0649919;"Numéros mobiles";06/08/2026;06/09/2026;07/09/2026
0649918;"Numéros mobiles";06/08/2026;06/09/2026;07/09/2026
0649917;"Numéros mobiles";06/08/2026;06/09/2026;07/09/2026
0649916;"Numéros mobiles";06/08/2026;06/09/2026;07/09/2026
0649915;"Numéros mobiles";06/08/2026;06/09/2026;07/09/2026
0649913;"Numéros mobiles";06/08/2026;06/09/2026;07/09/2026
0649912;"Numéros mobiles";06/08/2026;06/09/2026;07/09/2026
0649911;"Numéros mobiles";06/08/2026;06/09/2026;07/09/2026
0649908;"Numéros mobiles";06/08/2026;06/09/2026;07/09/2026
0649907;"Numéros mobiles";06/08/2026;06/09/2026;07/09/2026
0649906;"Numéros mobiles";06/08/2026;06/09/2026;07/09/2026
0649903;"Numéros mobiles";06/08/2026;06/09/2026;07/09/2026
0755567;"Numéros mobiles";06/08/2026;06/09/2026;07/09/2026
0755578;"Numéros mobiles";06/08/2026;06/09/2026;07/09/2026
0757310;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0775550;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
077554;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
077553;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
077552;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
077551;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
075739;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
075738;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
075736;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
075735;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757349;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757348;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757346;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757345;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757325;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757324;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757322;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757321;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757320;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757319;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757318;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757316;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757315;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757314;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757313;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757312;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757311;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
075728;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757301;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757300;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
075729;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757265;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757264;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757263;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757262;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
075727;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757268;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757266;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757248;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757247;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757246;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757245;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757243;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757242;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757241;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757240;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
075723;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
075722;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
075721;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757209;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757208;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757207;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757206;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757205;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757203;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757202;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757201;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757200;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
077564;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
077563;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
077562;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0775591;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0775590;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
077558;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
077557;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
075737;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757344;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757343;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757342;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757341;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757340;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
075733;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757329;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757328;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757327;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757326;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0775552;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757309;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757308;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757307;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757302;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757261;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757260;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
075725;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757249;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0775653;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0775652;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0775651;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0775650;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757303;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757304;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0757305;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0775657;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0775656;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0775655;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0775654;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0775594;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0775593;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
077561;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
077560;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0775597;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0775596;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0775595;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0775592;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
077556;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0775559;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0775558;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0775557;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0775556;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
077550;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0775555;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0775554;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0775553;"Numéros mobiles";07/08/2026;07/09/2026;08/09/2026
0756318;"Numéros mobiles";19/08/2026;19/09/2026;20/09/2026
0756312;"Numéros mobiles";19/08/2026;19/09/2026;20/09/2026
0756313;"Numéros mobiles";19/08/2026;19/09/2026;20/09/2026
0756314;"Numéros mobiles";19/08/2026;19/09/2026;20/09/2026
026313;"Numéros polyvalents";21/08/2026;21/09/2026;22/09/2026
20182;"Code point sémaphore international";24/08/2026;24/09/2026;25/09/2026
20181;"Code point sémaphore international";24/08/2026;24/09/2026;25/09/2026
0159560;"Numéros polyvalents";26/08/2026;26/09/2026;27/09/2026
0420250;"Numéros polyvalents";26/08/2026;26/09/2026;27/09/2026
0982070;"Numéros polyvalents";26/08/2026;26/09/2026;27/09/2026
027033;"Numéros polyvalents vérifiés";27/08/2026;27/09/2026;28/09/2026
0948280;"Numéros polyvalents vérifiés";27/08/2026;27/09/2026;28/09/2026
037733;"Numéros polyvalents vérifiés";27/08/2026;27/09/2026;28/09/2026
042433;"Numéros polyvalents vérifiés";27/08/2026;27/09/2026;28/09/2026
016237;"Numéros polyvalents vérifiés";27/08/2026;27/09/2026;28/09/2026
056832;"Numéros polyvalents vérifiés";27/08/2026;27/09/2026;28/09/2026
040012;"Préfixes de routage des numéros polyvalents";29/08/2026;29/09/2026;30/09/2026
0748804;"Numéros mobiles";29/08/2026;29/09/2026;30/09/2026
0748809;"Numéros mobiles";29/08/2026;29/09/2026;30/09/2026
0748807;"Numéros mobiles";29/08/2026;29/09/2026;30/09/2026
097822;"Numéros polyvalents";01/09/2026;01/10/2026;02/10/2026
097820;"Numéros polyvalents";01/09/2026;01/10/2026;02/10/2026
097821;"Numéros polyvalents";01/09/2026;01/10/2026;02/10/2026
07009096;"Numéros mobiles de longueur étendue";02/09/2026;02/10/2026;03/10/2026
07008085;"Numéros mobiles de longueur étendue";02/09/2026;02/10/2026;03/10/2026
07008083;"Numéros mobiles de longueur étendue";02/09/2026;02/10/2026;03/10/2026
07009098;"Numéros mobiles de longueur étendue";02/09/2026;02/10/2026;03/10/2026
07009092;"Numéros mobiles de longueur étendue";02/09/2026;02/10/2026;03/10/2026
07009097;"Numéros mobiles de longueur étendue";02/09/2026;02/10/2026;03/10/2026
07009093;"Numéros mobiles de longueur étendue";02/09/2026;02/10/2026;03/10/2026
07009094;"Numéros mobiles de longueur étendue";02/09/2026;02/10/2026;03/10/2026
07008087;"Numéros mobiles de longueur étendue";02/09/2026;02/10/2026;03/10/2026
07008088;"Numéros mobiles de longueur étendue";02/09/2026;02/10/2026;03/10/2026
07008089;"Numéros mobiles de longueur étendue";02/09/2026;02/10/2026;03/10/2026
07008082;"Numéros mobiles de longueur étendue";02/09/2026;02/10/2026;03/10/2026
07008081;"Numéros mobiles de longueur étendue";02/09/2026;02/10/2026;03/10/2026
07009091;"Numéros mobiles de longueur étendue";02/09/2026;02/10/2026;03/10/2026
07009095;"Numéros mobiles de longueur étendue";02/09/2026;02/10/2026;03/10/2026
07008084;"Numéros mobiles de longueur étendue";02/09/2026;02/10/2026;03/10/2026
07009099;"Numéros mobiles de longueur étendue";02/09/2026;02/10/2026;03/10/2026
07008086;"Numéros mobiles de longueur étendue";02/09/2026;02/10/2026;03/10/2026
20850975;"Code MCC MNC d'exploitant de réseaux indépendants";04/09/2026;04/10/2026;05/10/2026
3050;"Numéro court à tarification gratuite";04/09/2026;04/10/2026;05/10/2026
018903;"Numéros polyvalents";06/09/2026;06/10/2026;07/10/2026
037579;"Numéros polyvalents";06/09/2026;06/10/2026;07/10/2026
080112;"Numéros spéciaux à tarification gratuite";06/09/2026;06/10/2026;07/10/2026
022178;"Numéros polyvalents";06/09/2026;06/10/2026;07/10/2026
042328;"Numéros polyvalents";06/09/2026;06/10/2026;07/10/2026
052525;"Numéros polyvalents";06/09/2026;06/10/2026;07/10/2026
110;"Numéro d'intérêt général";11/09/2026;11/10/2026;12/10/2026
0743439;"Numéros mobiles";11/09/2026;11/10/2026;12/10/2026
0899152;"Numéros spéciaux vocaux à tarification majorée";12/09/2026;12/10/2026;13/10/2026
0899157;"Numéros spéciaux vocaux à tarification majorée";12/09/2026;12/10/2026;13/10/2026
0899158;"Numéros spéciaux vocaux à tarification majorée";12/09/2026;12/10/2026;13/10/2026
0899159;"Numéros spéciaux vocaux à tarification majorée";12/09/2026;12/10/2026;13/10/2026
0899153;"Numéros spéciaux vocaux à tarification majorée";12/09/2026;12/10/2026;13/10/2026
0899151;"Numéros spéciaux vocaux à tarification majorée";12/09/2026;12/10/2026;13/10/2026
07008013;"Numéros mobiles de longueur étendue";12/09/2026;12/10/2026;13/10/2026
0973706;"Numéros polyvalents";12/09/2026;12/10/2026;13/10/2026
07008011;"Numéros mobiles de longueur étendue";12/09/2026;12/10/2026;13/10/2026
07008012;"Numéros mobiles de longueur étendue";12/09/2026;12/10/2026;13/10/2026
07009015;"Numéros mobiles de longueur étendue";12/09/2026;12/10/2026;13/10/2026
07009016;"Numéros mobiles de longueur étendue";12/09/2026;12/10/2026;13/10/2026
07008014;"Numéros mobiles de longueur étendue";12/09/2026;12/10/2026;13/10/2026
07008015;"Numéros mobiles de longueur étendue";12/09/2026;12/10/2026;13/10/2026
07008016;"Numéros mobiles de longueur étendue";12/09/2026;12/10/2026;13/10/2026
07009017;"Numéros mobiles de longueur étendue";12/09/2026;12/10/2026;13/10/2026
07009018;"Numéros mobiles de longueur étendue";12/09/2026;12/10/2026;13/10/2026
07009019;"Numéros mobiles de longueur étendue";12/09/2026;12/10/2026;13/10/2026
0187778;"Numéros polyvalents";12/09/2026;12/10/2026;13/10/2026
0242789;"Numéros polyvalents";12/09/2026;12/10/2026;13/10/2026
07008017;"Numéros mobiles de longueur étendue";12/09/2026;12/10/2026;13/10/2026
07008018;"Numéros mobiles de longueur étendue";12/09/2026;12/10/2026;13/10/2026
07008019;"Numéros mobiles de longueur étendue";12/09/2026;12/10/2026;13/10/2026
07009011;"Numéros mobiles de longueur étendue";12/09/2026;12/10/2026;13/10/2026
07009012;"Numéros mobiles de longueur étendue";12/09/2026;12/10/2026;13/10/2026
07009013;"Numéros mobiles de longueur étendue";12/09/2026;12/10/2026;13/10/2026
07009014;"Numéros mobiles de longueur étendue";12/09/2026;12/10/2026;13/10/2026
0412241;"Numéros polyvalents";12/09/2026;12/10/2026;13/10/2026
0532999;"Numéros polyvalents";12/09/2026;12/10/2026;13/10/2026
0771921;"Numéros mobiles";12/09/2026;12/10/2026;13/10/2026
0899150;"Numéros spéciaux vocaux à tarification majorée";12/09/2026;12/10/2026;13/10/2026
0353421;"Numéros polyvalents";12/09/2026;12/10/2026;13/10/2026
20823;"Code MCC MNC d'opérateur mobile";13/09/2026;13/10/2026;14/10/2026
0890150;"Numéros spéciaux vocaux à tarification majorée";13/09/2026;13/10/2026;14/10/2026
058771;"Numéros polyvalents";14/09/2026;14/10/2026;15/10/2026
035865;"Numéros polyvalents";14/09/2026;14/10/2026;15/10/2026
031030;"Numéros polyvalents";14/09/2026;14/10/2026;15/10/2026
035866;"Numéros polyvalents";14/09/2026;14/10/2026;15/10/2026
035867;"Numéros polyvalents";14/09/2026;14/10/2026;15/10/2026
035868;"Numéros polyvalents";14/09/2026;14/10/2026;15/10/2026
046949;"Numéros polyvalents";14/09/2026;14/10/2026;15/10/2026
058773;"Numéros polyvalents";14/09/2026;14/10/2026;15/10/2026
0947942;"Numéros polyvalents vérifiés";16/09/2026;16/10/2026;17/10/2026
0947641;"Numéros polyvalents vérifiés";16/09/2026;16/10/2026;17/10/2026
0947540;"Numéros polyvalents vérifiés";16/09/2026;16/10/2026;17/10/2026
0947941;"Numéros polyvalents vérifiés";16/09/2026;16/10/2026;17/10/2026
0947940;"Numéros polyvalents vérifiés";16/09/2026;16/10/2026;17/10/2026
0947742;"Numéros polyvalents vérifiés";16/09/2026;16/10/2026;17/10/2026
0947640;"Numéros polyvalents vérifiés";16/09/2026;16/10/2026;17/10/2026
0947542;"Numéros polyvalents vérifiés";16/09/2026;16/10/2026;17/10/2026
0947541;"Numéros polyvalents vérifiés";16/09/2026;16/10/2026;17/10/2026
0947741;"Numéros polyvalents vérifiés";16/09/2026;16/10/2026;17/10/2026
0947740;"Numéros polyvalents vérifiés";16/09/2026;16/10/2026;17/10/2026
0947642;"Numéros polyvalents vérifiés";16/09/2026;16/10/2026;17/10/2026
